category,code_name,disp_name_eng,disp_name_fin
element_label,weeding_notes_label,Notes on the extraction of weeds:,Muistiinpanot rikkakasvien kitkemisestä:
element_label,weeding_notes_placeholder,"Any notes or observations about the event, e.g. “the weeds had very deep roots”","Mitä tahansa tapahtumaan liittyviä muistiinpanoja tai havintoja, esim. “rikkakasvien juuret olivat syvällä”"
element_label,bed_prep_notes_label,Notes on the preparation of raised beds:,Muistiinpanot kasvatuslaatikoiden valmistelusta:
element_label,bed_prep_notes_placeholder,"Any notes or observations about the event, e.g. “used the beds from last year”","Mitä tahansa tapahtumaan liittyviä muistiinpanoja tai havintoja, esim. “käytettiin samoja kasvatuslaatikoita kuin edellisenä vuonna”"
element_label,other_notes_label,Event notes*:,Muistiinpanoja tapahtumasta*:
#
############### others
#
CRID,FRG,Timothy (Phleum pratense),Timotei (Phleum pratense)
CRID,WHT,Wheat (Triticum spp.),Vehnä (Triticum spp.)
CRID,OAT,Oats (Avena sativa),Kaura (Avena sativa)
CRID,RYE,Rye (Secale cereale),Ruis (Secale cereale)
CRID,BAR,Barley (Hordeum vulgare),Ohra (Hordeum vulgare)
CRID,ZZ1,Mixed grain,Seosvilja
CRID,BWH,Buckwheat (Fagopyrum esculentum),Tattari (Fagopyrum esculentum)
CRID,POT,Potato (Solanum tuberosum),Peruna (Solanum tuberosum)
CRID,SBT,Sugar beet	(Beta vulgaris var. altissima),Sokerijuurikas (Beta vulgaris var. altissima)
CRID,PEA,Pea (Pisum sativum),Herne (Pisum sativum)
CRID,FBN,Faba bean (Vicia faba),Härkäpapu (Vicia faba)
CRID,RYP,Turnip rape (Brassica rapa subsp. oleifera),Rypsi (Brassica rapa subsp. oleifera) # not ICASA
CRID,RAP,Rapeseed (Brassica napus subsp. napus),Rapsi (Brassica napus subsp. napus)
CRID,FLX,Flax (Linum usitatissimum),Pellava (Linum usitatissimum)
CRID,CCA,Caraway (Carum carvi),Kumina (Carum carvi) # not ICASA
CRID,PHA,Reed canary grass (Phalaris arundinacea),Ruokohelpi (Phalaris arundinacea) #not ICASA
CRID,RCL,Red clover (Trifolium pratense),Puna-apila (Trifolium pratense)
CRID,WCL,White clover (Trifolium repens),Valkoapila (Trifolium repens) # not ICASA
CRID,ACL,Alsike clover (Trifolium hybridum),Alsikeapila (Trifolium hybridum) # not ICASA
CRID,ALF,Alfalfa (Medicago sativa),Sinimailanen (Medicago sativa)
CRID,RSO,Oilseed radish (Raphanus sativus var. oleiformis),Öljyretikka (Raphanus sativus var. oleiformis) # not ICASA
CRID,VSA,Common vetch (Vicia sativa),Rehuvirna (Vicia sativa) # not ICASA
CRID,BRI,Smooth brome (Bromus inermis),Rehukattara (Bromus inermis) # not ICASA
CRID,FEP,Meadow fescue (Festuca pratensis),Nurminata (Festuca pratensis) # not ICASA
CRID,RGP,Perennial ryegrass (Lolium perenne),Englanninraiheinä (Lolium perenne)
CRID,POA,Kentucky bluegrass (Poa pratensis),Niittynurmikka (Poa pratensis) # not ICASA
CRID,SDR,Sudan grass (Sorghum × drummondii),Sudaninruoho (Sorghum × drummondii) # not ICASA
CRID,RGA,Annual ryegrass (Festuca perennis / Lolium multiflorum),Italianraiheinä (Festuca perennis / Lolium multiflorum) # Latin name different in ICASA
CRID,TFS,Tall fescue (Festuca arundinacea / Schedonorus arundinaceus),Ruokonata (Festuca arundinacea / Schedonorus arundinaceus) # Latin name different in ICASA
CRID,HVT,Hairy vetch (Vicia villosa),Ruisvirna (Vicia villosa)
CRID,TRM,Persian clover (Trifolium resupinatum var. majus),Persianapila (Trifolium resupinatum var. majus) # not ICASA
CRID,XFL,Hybrid fescue (x Festulolium loliaceum),Rainata (x Festulolium loliaceum) # not ICASA, not sure about the names
CRID,CII,Common chicory (Cichorium intybus),Sikuri (Cichorium intybus) # not ICASA
CRID,PHT,Lacy phacelia (Phacelia tanacetifolia),Aitohunajakukka (Phacelia tanacetifolia)
HACOM,canopy,Canopy,Latvusto
HACOM,leaf,Leaves,Lehdet
HACOM,grain,"Grain, legume seeds","Jyvä, palkokasvin siemen"
HACOM,silage,Silage,Säilörehu
HACOM,tuber,"Tuber, root, etc.","Mukula, juuri, yms."
HACOM,fruit,Fruit,Hedelmä
#HACOM,fiber,Fiber,Kuitu
#   HACOM,seed_cotton,"Cotton boil, including lint","Puuvillakeite, myös nukka"
HACOM,stem,Stem,Varsi
HARM,HM001,Combined,Leikkuupuimuri
#   HARM,HM002,"Hand cut, machine threshed","Leikattu käsin, puitu koneella"
#   HARM,HM003,"Hand cut, hand threshed","Leikattu käsin, puitu käsin"
HARM,HM004,"Hand picked, no further processing","Poimittu käsin, ei muuta prosessointia"
HARM,HM005,"Hand picked, machine processing","Poimittu käsin, prosessoitu koneella"
#   HARM,HM006,Cotton stripper,Puuvillakone
HARM,HM007,Hay,Heinä # not in ICASA
HARM,HM008,Silage,Säilörehu # not in ICASA
HARM,HM009,Potato harvester,Perunannostokone # not in ICASA
HARM,HM010,Sugar beet harvester,Juurikkaannostokone # not in ICASA
HARM,HM999,Method unknown/not given,Tapa ei tiedossa
harvest_residue_placement_choice,harvest_residue_placement_green_manure,Left in the field as green manure,Jätetty pellolle viherlannoitukseksi
harvest_residue_placement_choice,harvest_residue_placement_tillage,Left in the field for tillage incorporation,Jätetty pellolle kyntämällä sekoittamista varten
harvest_residue_placement_choice,harvest_residue_placement_burned,Burned,Poltettu
harvest_residue_placement_choice,harvest_residue_placement_removed,Removed from the field,Poistettu pellolta
OMCD,RE001,Generic crop residue,Yleinen kasvijäte
OMCD,RE002,Green manure,Viherlannoitus
OMCD,RE003,Barnyard manure,Kuivalanta
OMCD,RE004,Liquid manure,Lietelanta
OMCD,RE005,Compost,Komposti
OMCD,RE006,Bark,Kaarna
OMCD,RE101,Generic legume residue,Palkokasvijäte
#   OMCD,RE102,Cowpea residue,RE102-käännös
#   OMCD,RE103,Mucuna residue,RE103-käännös
#   OMCD,RE104,Peanut residue,RE104-käännös
#   OMCD,RE105,Pigeon Pea residue,RE105-käännös
#   OMCD,RE106,Soybean residue,RE106-käännös
#   OMCD,RE107,Alfalfa residue,RE107-käännös
#   OMCD,RE108,Chickpea forage,RE108-käännös
OMCD,RE109,Faba bean,Härkäpapu
OMCD,RE110,Pea residue,Hernejäte
OMCD,RE111,Hairy vetch,Ruisvirna
OMCD,RE201,Generic cereal crop residue,Viljakasvijäte
#   OMCD,RE202,Pearl millet residue,RE202-käännös
#   OMCD,RE203,Maize residue,RE203-käännös
#   OMCD,RE204,Sorghum residue,RE204-käännös
OMCD,RE205,Wheat residue,Vehnäjäte
OMCD,RE206,Barley,Ohra
#   OMCD,RE207,Rice,Riisi
OMCD,RE208,Rye,Ruis
OMCD,RE301,Generic grass,Ruohokasvi
#   OMCD,RE302,Bahiagrass,Bahiagrass-käännös
OMCD,RE303,Bermudagrass,Varvasheinä
OMCD,RE304,Switchgrass,Lännenhirssi
OMCD,RE305,brachiaria,viittaheinät
OMCD,RE306,forage grasses,nurmikasvit
#   OMCD,RE401,Bush fallow residue,Bush fallow residue -käännös
#   OMCD,RE402,Sugarcane,Sokeriruoko
#   OMCD,RE403,Pineapple,Pineapple-käännös
OMCD,RE999,Decomposed crop residue,Maatunut kasvijäte
OMCD,REOTHER,Other,Muu
FEACD,AP001,"Broadcast, not incorporated","Levitetty pinnalle, ei sekoitettu"
FEACD,AP002,"Broadcast, incorporated","Levitetty ja sekoitettu"
FEACD,AP003,Banded on surface,Nauhoina pinnalla
FEACD,AP004,Banded beneath surface,Sijoituslannoitus
FEACD,AP005,Applied in irrigation water,Kasteluveden mukana
FEACD,AP006,Foliar spray,Suihkutettu lehdelle
FEACD,AP007,Bottom of hole,Bottom of hole -käännös
FEACD,AP008,On the seed,Siemenen pinnassa
FEACD,AP009,Injected,Ruiskutettu pinnan alle
#   FEACD,AP011,"Broadcast on flooded/saturated soil, none in soil",AP011-käännös
#   FEACD,AP012,"Broadcast on flooded/saturated soil, 15% in soil",AP012-käännös
#   FEACD,AP013,"Broadcast on flooded/saturated soil, 30% in soil",AP013-käännös
#   FEACD,AP014,"Broadcast on flooded/saturated soil, 45% in soil",AP014-käännös
#   FEACD,AP015,"Broadcast on flooded/saturated soil, 60% in soil",AP015-käännös
#   FEACD,AP016,"Broadcast on flooded/saturated soil, 75% in soil",AP016-käännös
#   FEACD,AP017,"Broadcast on flooded/saturated soil, 90% in soil",AP017-käännös
#   FEACD,AP018,"Band on saturated soil, 2cm flood, 92% in soil",AP018-käännös
#   FEACD,AP019,"Deeply placed urea super granules/pellets, 95% in soil","Deeply placed urea super granules/pellets, 95% in soil -käännös"
#   FEACD,AP020,"Deeply placed urea super granules/pellets, 100% in soil","Deeply placed urea super granules/pellets, 100% in soil -käännös"
FEACD,AP999,Method unknown/not given,Tapa ei tiedossa
#   Related to soil amendment substance, not found from ICASA table!
FECD,FE996,Bio char,Biohiili
FECD,FE997,Peat,Turve
FECD,FE998,Sawdust,Sahanpuru
FECD,FE999,Wood chip,Puulastu
#   the following tillage_practice choices are not from ICASA
tillage_practice_choice,tillage_practice_primary,Primary (residue incorporation),Perusmuokkaus
tillage_practice_choice,tillage_practice_secondary,Secondary (seedbed),Kylvömuokkaus
tillage_practice_choice,tillage_practice_tertiary,Tertiary (weed control),Rikkakasvien torjunta
#   TIIMP,TI001,V-Ripper,TI001-käännös
TIIMP,TI002,Subsoiler,Jankkuri
TIIMP,TI003,Mould-board plough,Kyntöaura # in ICASA this is Moldboard plow 20cm depth, here we use it for all depths
#   TIIMP,TI004,"Chisel plow, sweeps",TI004-käännös
#   TIIMP,TI005,"Chisel plow, straight point",TI005-käännös
#   TIIMP,TI006,"Chisel plow, twisted shovels",TI006-käännös
#   TIIMP,TI007,Disk plow,TI007-käännös
#   TIIMP,TI008,"Disk, 1-way",TI008-käännös
TIIMP,TI009,"Disk, tandem",Lautasäes
#   TIIMP,TI010,"Disk, double disk",TI010-käännös
TIIMP,TI011,"Cultivator, field",Kultivaattori
#   TIIMP,TI012,"Cultivator, row",TI012-käännös
#   TIIMP,TI013,"Cultivator, ridge till",TI013-käännös
#   TIIMP,TI014,"Harrow, spike",TI014-käännös
TIIMP,TI015,"Harrow, tine",Joustopiikkiäes
TIIMP,TI016,Lister,Multain
#   TIIMP,TI017,Bedder,Bedder-käännös
TIIMP,TI018,Blade cultivator,Hara
#   TIIMP,TI019,"Fertilizer applicator, anhydr",TI019-käännös
TIIMP,TI020,Manure injector,Lannansijoituskone (Manure injector?)
#   TIIMP,TI022,Mulch treader,TI022-käännös
#   TIIMP,TI023,Plank,TI023-käännös
TIIMP,TI024,Roller packer,Jyrä (roller packer?)
TIIMP,TI025,"Drill, double-disk","Suorakylvökone, kaksoiskiekot (drill, double disk?)"
#   TIIMP,TI026,"Drill, deep furrow",TI026-käännös
TIIMP,TI031,"Drill, no-till","Suorakylvökone, ei muokkausta (drill, no-till?)"
#   TIIMP,TI032,"Drill, no-till (into sod)",TI032-käännös
TIIMP,TI033,"Planter, row","Kylvökone (planter, row?)"
#   TIIMP,TI034,"Planter, no-till",TI034-käännös
#   TIIMP,TI035,Planting stick (hand),TI035-käännös
#   TIIMP,TI036,Matraca hand planter,TI036-käännös
#   TIIMP,TI037,Rod weeder,TI037-käännös
TIIMP,TI038,Rotary hoe,Maanjyrsin (rotary hoe?)
#   TIIMP,TI039,"Roller harrow, cultipacker",TI039-käännös
#   TIIMP,TI041,Moldboard plow 25cm,TI041-käännös
#   TIIMP,TI042,Moldboard plow 30 cm,TI042-käännös
#   TIIMP,TI043,Strip tillage,TI043-käännös
TIIMP,TI044,Tine weeder,Rikkaäes #not on ICASA
TIIMP,TI999,Other,Muu #not on ICASA
# the following fertilizer_type_choice tags are not in ICASA
fertilizer_type_choice,fertilizer_type_organic,Organic,Eloperäinen lannoite
fertilizer_type_choice,fertilizer_type_mineral,Mineral,Väkilannoite
fertilizer_type_choice,fertilizer_type_soil_amendment,Soil amendment,Maanparannusaine
#
grazing_species_choice,grazing_species_cattle,Cattle,Nautakarja
grazing_species_choice,grazing_species_sheep,Sheep,Lampaat
grazing_species_choice,grazing_species_goat,Goats,Vuohet
grazing_species_choice,grazing_species_mix,Mix,Useita
grazing_species_choice,grazing_species_other,Other,Muu
grazing_species_age_group_choice,grazing_species_age_group_mix,Mix,Useita
grazing_type_choice,grazing_type_continuous,Continuous,Jatkuva
grazing_type_choice,grazing_type_rotation,Rotation,Lohkosyöttö
grazing_type_choice,grazing_type_mob_grazing,Mob grazing,Intensiivinen lohkosyöttö
grazing_type_choice,grazing_type_strip,Strip,Kaistasyöttö
grazing_type_choice,grazing_type_multi_species,Multi-species,Sekalaidunnus
grazing_type_choice,grazing_type_creep,Creep,Nuoret eläimet paremmalle lohkolle (Creep?)
grazing_type_choice,grazing_type_forward,Forward,Kaksoislaidunnus
grazing_type_choice,grazing_type_other,Other,Muu
chemical_type_choice,chemical_type_insecticide,Insecticide,Hyönteistorjunta-aine
chemical_type_choice,chemical_type_herbicide,Herbicide,Rikkakasvien torjunta-aine
chemical_type_choice,chemical_type_fungicide,Fungicide,Sienitautien torjunta-aine
chemical_type_choice,chemical_type_growth_regulator,Growth regulator,Kasvunsääde
chemical_type_choice,chemical_type_lime_application,Lime application, Kalkin levitys
# source for active substances (in Finnish): 
# https://www.kemidigi.fi/kasvinsuojeluainerekisteri/haku
active_substance,AS001,(E,E)-8,10-dodekadien-1-oli,(E,E)-8,10-dodekadien-1-oli
active_substance,AS002,(Z)-11-tetradeken-1-yyliasetaatti,(Z)-11-tetradeken-1-yyliasetaatti
active_substance,AS003,"1,4-dimetyylinaftaleeni","1,4-dimetyylinaftaleeni"
active_substance,AS004,"2,4-D","2,4-D"
active_substance,AS005,6-bentsyyliadeniini,6-bentsyyliadeniini
active_substance,AS006,Abamektiini,Abamektiini
active_substance,AS007,aklonifeeni,aklonifeeni
active_substance,AS008,Alfa-sypermetriini,Alfa-sypermetriini
active_substance,AS009,Alumiinifosfidi,Alumiinifosfidi
active_substance,AS010,Amidosulfuroni,Amidosulfuroni
active_substance,AS011,Aminopyralidi,Aminopyralidi
active_substance,AS012,Amisulbromi (ISO),Amisulbromi (ISO)
active_substance,AS013,Asetamipridi,Asetamipridi
active_substance,AS014,Atsoksistrobiini (ISO),Atsoksistrobiini (ISO)
active_substance,AS015,Bacillus amyloliquefaciens (kanta MBI 600),Bacillus amyloliquefaciens (kanta MBI 600)
active_substance,AS016,Bacillus subtilis QST 713,Bacillus subtilis QST 713
active_substance,AS017,Bacillus thuringiensis subsp. aizawai (kanta GC-91),Bacillus thuringiensis subsp. aizawai (kanta GC-91)
active_substance,AS018,Beauveria bassiana GHA,Beauveria bassiana GHA
active_substance,AS019,Bentatsoni,Bentatsoni
active_substance,AS020,Bentsoehappo,Bentsoehappo
active_substance,AS021,Bentsovindiflupyyri (ISO),Bentsovindiflupyyri (ISO)
active_substance,AS022,Bifenatsaatti (ISO),Bifenatsaatti (ISO)
active_substance,AS023,Bifenoksi,Bifenoksi
active_substance,AS024,Biksafeeni,Biksafeeni
active_substance,AS025,Boskalidi,Boskalidi
active_substance,AS026,Bromoksiniili,Bromoksiniili
active_substance,AS027,Buprofetsiini,Buprofetsiini
active_substance,AS028,"Coniothyrium minitans, strain CON/M/91-08","Coniothyrium minitans, strain CON/M/91-08"
active_substance,AS029,Cydia pomonella granulovirus (CpGV),Cydia pomonella granulovirus (CpGV)
active_substance,AS030,Daminotsidi,Daminotsidi
active_substance,AS031,Deltametriini,Deltametriini
active_substance,AS032,Difenokonatsoli,Difenokonatsoli
active_substance,AS033,Diflufenikaani,Diflufenikaani
active_substance,AS034,Dikamba,Dikamba
active_substance,AS035,Diklorproppi-P,Diklorproppi-P
active_substance,AS036,Dikvatti,Dikvatti
active_substance,AS037,Dimetenamidi-P (ISO),Dimetenamidi-P (ISO)
active_substance,AS038,Dimetomorfi,Dimetomorfi
active_substance,AS039,Ditianoni,Ditianoni
active_substance,AS040,dodiini,dodiini
active_substance,AS041,Esfenvaleraatti,Esfenvaleraatti
active_substance,AS042,etefoni,etefoni
active_substance,AS043,Etikkahappo,Etikkahappo
active_substance,AS044,Etofumesaatti (ISO),Etofumesaatti (ISO)
active_substance,AS045,Fenheksamidi,Fenheksamidi
active_substance,AS046,Fenmedifaami,Fenmedifaami
active_substance,AS047,Fenoksaproppi-P-etyyli (ISO),Fenoksaproppi-P-etyyli (ISO)
active_substance,AS048,Fenpyratsamiini,Fenpyratsamiini
active_substance,AS049,fenpyroksimaatti (ISO),fenpyroksimaatti (ISO)
active_substance,AS050,Flonikamidi (ISO),Flonikamidi (ISO)
active_substance,AS051,Florasulaami,Florasulaami
active_substance,AS052,Fluatsifoppi-P-butyyli,Fluatsifoppi-P-butyyli
active_substance,AS053,Fluatsinami,Fluatsinami
active_substance,AS054,Fludioksiniili (ISO),Fludioksiniili (ISO)
active_substance,AS055,Fludioksoniili,Fludioksoniili
active_substance,AS056,fluksapyroksadi,fluksapyroksadi
active_substance,AS057,Fluopikolidi,Fluopikolidi
active_substance,AS058,Fluopyraami (ISO),Fluopyraami (ISO)
active_substance,AS059,Flupyradifuroni,Flupyradifuroni
active_substance,AS060,fluroksipyyri,fluroksipyyri
active_substance,AS061,fluroksipyyri-meptyyli (ISO),fluroksipyyri-meptyyli (ISO)
active_substance,AS062,Flutolaniili,Flutolaniili
active_substance,AS063,Foramsulfuroni,Foramsulfuroni
active_substance,AS064,Fosetyyli,Fosetyyli
active_substance,AS065,Fosetyyli-alumiini,Fosetyyli-alumiini
active_substance,AS066,Gamma-syhalotriini,Gamma-syhalotriini
active_substance,AS067,Gibberelliini (GA4 ja GA7 seos),Gibberelliini (GA4 ja GA7 seos)
active_substance,AS068,Gliocladium catenulatum -sienen rihmastoa ja itiöitä,Gliocladium catenulatum -sienen rihmastoa ja itiöitä
active_substance,AS069,Glyfosaatti (glyfosaatin ammoniumsuolana),Glyfosaatti (glyfosaatin ammoniumsuolana)
active_substance,AS070,Glyfosaatti (Glyfosaatin dimetyyliamiinisuolana),Glyfosaatti (Glyfosaatin dimetyyliamiinisuolana)
active_substance,AS071,Glyfosaatti (glyfosaatin isopropyyliamiinisuolana),Glyfosaatti (glyfosaatin isopropyyliamiinisuolana)
active_substance,AS072,Glyfosaatti (glyfosaatin kaliumsuolana),Glyfosaatti (glyfosaatin kaliumsuolana)
active_substance,AS073,Halauksifeeni-metyyli,Halauksifeeni-metyyli
active_substance,AS074,Harmaaorvakka-sienen itiöitä,Harmaaorvakka-sienen itiöitä
active_substance,AS075,heksytiatsoksi (ISO),heksytiatsoksi (ISO)
active_substance,AS076,hymeksatsoli (ISO),hymeksatsoli (ISO)
active_substance,AS077,Imatsaliili,Imatsaliili
active_substance,AS078,Imatsamoksi,Imatsamoksi
active_substance,AS079,Imidaklopridi,Imidaklopridi
active_substance,AS080,Indoksakarbi,Indoksakarbi
active_substance,AS081,"Isaria fumosorosea, kanta Apopka 97","Isaria fumosorosea, kanta Apopka 97"
active_substance,AS082,Isoksabeeni,Isoksabeeni
active_substance,AS083,Isopyratsaami,Isopyratsaami
active_substance,AS084,Jodosulfuroni-metyyli-natrium,Jodosulfuroni-metyyli-natrium
active_substance,AS085,Kaliumfosfonaatit (kaliumvetyfosfonaatti + dikaliumfosfonaatti),Kaliumfosfonaatit (kaliumvetyfosfonaatti + dikaliumfosfonaatti)
active_substance,AS086,Kapriinihappo,Kapriinihappo
active_substance,AS087,Kapryylihappo,Kapryylihappo
active_substance,AS088,Kaptaani,Kaptaani
active_substance,AS089,Karfentratsoni-etyyli,Karfentratsoni-etyyli
active_substance,AS090,Kletodiimi (ISO),Kletodiimi (ISO)
active_substance,AS091,Klomatsoni,Klomatsoni
active_substance,AS092,Klopyralidi,Klopyralidi
active_substance,AS093,Klorantraniliproli,Klorantraniliproli
active_substance,AS094,Klormekvattikloridi,Klormekvattikloridi
active_substance,AS095,Kresoksiimi-metyyli,Kresoksiimi-metyyli
active_substance,AS096,Kvinmerakki,Kvinmerakki
active_substance,AS097,Kvitsalofoppi-P-etyyli,Kvitsalofoppi-P-etyyli
active_substance,AS098,Lambda-syhalotriini,Lambda-syhalotriini
active_substance,AS099,Lampaanrasva,Lampaanrasva
active_substance,AS100,Magnesiumfosfidi,Magnesiumfosfidi
active_substance,AS101,Maleiinihydratsidi,Maleiinihydratsidi
active_substance,AS102,Mandipropamidi (ISO),Mandipropamidi (ISO)
active_substance,AS103,Mankotsebi,Mankotsebi
active_substance,AS104,MCPA,MCPA
active_substance,AS105,mefentriflukonatsoli,mefentriflukonatsoli
active_substance,AS106,Mekoproppi-P,Mekoproppi-P
active_substance,AS107,Mepanipyriimi,Mepanipyriimi
active_substance,AS108,mepikvattikloridi,mepikvattikloridi
active_substance,AS109,Mesosulfuroni-metyyli (ISO),Mesosulfuroni-metyyli (ISO)
active_substance,AS110,Metalaksyyli-M,Metalaksyyli-M
active_substance,AS111,metamitroni,metamitroni
active_substance,AS112,Metatsakloori,Metatsakloori
active_substance,AS113,Metkonatsoli,Metkonatsoli
active_substance,AS114,Metobromuroni,Metobromuroni
active_substance,AS115,Metributsiini,Metributsiini
active_substance,AS116,Metsulfuroni-metyyli,Metsulfuroni-metyyli
active_substance,AS117,Napropamidi,Napropamidi
active_substance,AS118,Oksatiapiproliini,Oksatiapiproliini
active_substance,AS119,Paklobutratsoli (ISO),Paklobutratsoli (ISO)
active_substance,AS120,Parafiiniöljy (CAS-nro 64742-46-7),Parafiiniöljy (CAS-nro 64742-46-7)
active_substance,AS121,Parafiiniöljy (CAS-nro 8042-47-5),Parafiiniöljy (CAS-nro 8042-47-5)
active_substance,AS122,Pelargonihappo,Pelargonihappo
active_substance,AS123,Pendimetaliini,Pendimetaliini
active_substance,AS124,penflufeeni,penflufeeni
active_substance,AS125,Penkonatsoli,Penkonatsoli
active_substance,AS126,Pepinon mosaiikkivirus (kannan CH2 isolaatti 1906),Pepinon mosaiikkivirus (kannan CH2 isolaatti 1906)
active_substance,AS127,Pikloraami,Pikloraami
active_substance,AS128,Pinoksadeeni (ISO),Pinoksadeeni (ISO)
active_substance,AS129,Proheksadionikalsium,Proheksadionikalsium
active_substance,AS130,Prokinatsidi,Prokinatsidi
active_substance,AS131,Propakvitsafoppi,Propakvitsafoppi
active_substance,AS132,Propamokarbi,Propamokarbi
active_substance,AS133,Propamokarbi-hydrokloridi,Propamokarbi-hydrokloridi
active_substance,AS134,Propoksikarbatsoni-natrium,Propoksikarbatsoni-natrium
active_substance,AS135,Prosulfokarbi,Prosulfokarbi
active_substance,AS136,Protiokonatsoli,Protiokonatsoli
active_substance,AS137,Pseudomonas chlororaphis MA 342,Pseudomonas chlororaphis MA 342
active_substance,AS138,Pyraflufeeni-etyyli (ISO),Pyraflufeeni-etyyli (ISO)
active_substance,AS139,Pyraklostrobiini,Pyraklostrobiini
active_substance,AS140,Pyretriinit,Pyretriinit
active_substance,AS141,Pyridaatti (ISO),Pyridaatti (ISO)
active_substance,AS142,Pyrimetaniili,Pyrimetaniili
active_substance,AS143,Pyriofenoni,Pyriofenoni
active_substance,AS144,Pyroksulaami,Pyroksulaami
active_substance,AS145,Rapsiöljy,Rapsiöljy
active_substance,AS146,Rasvahappojen kaliumsuoloja,Rasvahappojen kaliumsuoloja
active_substance,AS147,Rautafosfaatti,Rautafosfaatti
active_substance,AS148,Rautasulfaatti,Rautasulfaatti
active_substance,AS149,Rimsulfuroni,Rimsulfuroni
active_substance,AS150,Rypsiöljy,Rypsiöljy
active_substance,AS151,Sedaksaani,Sedaksaani
active_substance,AS152,Spirodiklofeeni (ISO),Spirodiklofeeni (ISO)
active_substance,AS153,spiroksamiini,spiroksamiini
active_substance,AS154,Spirotetramaatti (ISO),Spirotetramaatti (ISO)
active_substance,AS155,Streptomyces K61 -sädebakteerin rihmastoa ja itiöitä,Streptomyces K61 -sädebakteerin rihmastoa ja itiöitä
active_substance,AS156,Sulfosulfuroni,Sulfosulfuroni
active_substance,AS157,Syantraniiliproli,Syantraniiliproli
active_substance,AS158,Syatsofamidi,Syatsofamidi
active_substance,AS159,Sykloksidiimi,Sykloksidiimi
active_substance,AS160,symoksaniili,symoksaniili
active_substance,AS161,Sypermetriini,Sypermetriini
active_substance,AS162,Syprodiniili,Syprodiniili
active_substance,AS163,Syprokonatsoli,Syprokonatsoli
active_substance,AS164,tau-fluvalinaatti,tau-fluvalinaatti
active_substance,AS165,Tebukonatsoli,Tebukonatsoli
active_substance,AS166,Terpenoidien seos QRD 460,Terpenoidien seos QRD 460
active_substance,AS167,Tiaklopridi,Tiaklopridi
active_substance,AS168,Tieenikarbatsoni-metyyli,Tieenikarbatsoni-metyyli
active_substance,AS169,Tifensulfuroni-metyyli,Tifensulfuroni-metyyli
active_substance,AS170,Tiofanaatti-metyyli,Tiofanaatti-metyyli
active_substance,AS171,Tolklofossi-metyyli,Tolklofossi-metyyli
active_substance,AS172,Tribenuronimetyyli (ISO),Tribenuronimetyyli (ISO)
active_substance,AS173,Trichoderma harzianum (kanta T-22),Trichoderma harzianum (kanta T-22)
active_substance,AS174,Trifloksistrobiini,Trifloksistrobiini
active_substance,AS175,Triflusulfuroni-metyyli,Triflusulfuroni-metyyli
active_substance,AS176,Trineksapakki-etyyli,Trineksapakki-etyyli
active_substance,AS177,Tritikonatsoli,Tritikonatsoli
active_substance,AS178,Tritosulfuroni,Tritosulfuroni
active_substance,AS179,Urea,Urea
active_substance,AS180,viherminttuöljy,viherminttuöljy
#   CH_TARGETS,BIRD,Birds,Linnut # this is apparently illegal
CH_TARGETS,PCLA,Defoliation %,Lehtikato
CH_TARGETS,PDLA,Diseased leaf area %,Tautia lehdissä
CH_TARGETS,PSTDS,"General pest and diseases losses (due to rot, tikka, leafminer, etc.)","Yleiset tuhoeläin- ja tautivahingot (mätä, miinaajat jne.)"
CH_TARGETS,PRP,Reduction in photosynthetic rate %,Lasku yhteyttämisnopeudessa %
CH_TARGETS,WORM,Worm (generic),Madot
CH_TARGETS,LEAF_MIN,Leafminer,Miinaajat
CH_TARGETS,STINKB,Stink bug,Typpyluteet (Stink bug?)
CH_TARGETS,LOOPER,Looper,Yökkösentoukat (Looper?)
CH_TARGETS,CATERP,Caterpillar,Perhostoukat
CH_TARGETS,INSECT,Insect (generic),Hyönteiset
CH_TARGETS,RABBIT,Rabbit,Jänikset
CH_TARGETS,DEER,Deer,Hirvieläimet
CH_TARGETS,MAMMAL,Mammal (generic),Yleiset nisäkkäät
CH_TARGETS,RKN,Root-knot nematode,Meloidogyne spp.
CH_TARGETS,NEMATODE,Nematode (generic),Sukkulamadot
CH_TARGETS,PSTVd,Potato spindle tuber viroid,Perunan sukkulamukulaviroidi
CH_TARGETS,VIROID,Viroid (generic),Viroidit
CH_TARGETS,BCMV,Bean common mosaic virus,Bean common mosaic virus
CH_TARGETS,VIRUS,Virus (generic),Yleiset virukset
CH_TARGETS,HAIL,Hail storm damage,Raekuurovahingot
CH_TARGETS,WIND,Wind damage,Tuulivahingot
CH_TARGETS,DROUGHT,Drought,Kuivuus
CH_TARGETS,WEATHER,Weather damage (generic),Yleiset säävahingot
CH_TARGETS,BRLFWD,Broad-leafed weeds,Leveälehtiset rikkakasvit
CH_TARGETS,WEED,Weeds (generic),Yleiset rikkakasvit
CH_TARGETS,ACIDITY,Acidity (pH),Happamuus (pH)
observation_type_choice,observation_type_soil,Soil,Maaperä
observation_type_choice,observation_type_vegetation,Vegetation,Kasvillisuus
observation_type_choice,observation_type_water,Water,Vesi
observation_type_choice,observation_type_animals,Animals,Eläimet
observation_type_choice,observation_type_pests,Pests,Tuholaiset
observation_type_choice,observation_type_disturbance,Disturbance,Häiriö
observation_type_choice,observation_type_management,Management,Tilanhoito
observation_type_choice,observation_type_other,Other,Muu
